generation_id,strategy,stage,target_tg_c,target_window_c,candidate_smiles,candidate_ratios,source_context,generator_id,generation_time,prompt_id,prompt_text,prompt_hash,rag_query,rag_context_refs,rag_context_digest,principle_hypothesis,functional_group_plan,candidate_json,compatibility_reasons,predicted_tg_mean_c,predicted_tg_sigma_c,ood_penalty,pievo_round,selected_by_ids,harness_failure_reason,review_status,notes
rule_template_d0bf010b117f,rule_template,harnessed,195.0,5.0,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1|Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,0.35000:0.65000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;ether;primary_amine,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;ether;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.35, ""ratio_b"": 0.65, ""smiles_a"": ""Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1"", ""smiles_b"": ""Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1"", ""source_row_index"": 10, ""source_target_distance_c"": 0.0335355545138327}",环氧-伯胺开环固化。,195.03353555451383,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_5321c9e2944b,rule_template,harnessed,195.0,5.0,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|CC1(C)CC(CN)CC(C)(N)C1,0.50000:0.50000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;isocyanate + primary_amine,"{""groups_a"": ""aromatic;isocyanate"", ""groups_b"": ""primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.5, ""ratio_b"": 0.5, ""smiles_a"": ""O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1"", ""smiles_b"": ""CC1(C)CC(CN)CC(C)(N)C1"", ""source_row_index"": 11, ""source_target_distance_c"": 0.0339717183888694}",异氰酸酯-伯胺形成聚脲。,194.96602828161116,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_934912cb209c,rule_template,harnessed,195.0,5.0,CC(C)(COCC1CO1)COCC1CO1|Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,0.15000:0.85000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,epoxy;ether + aromatic;ether;primary_amine,"{""groups_a"": ""epoxy;ether"", ""groups_b"": ""aromatic;ether;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.15, ""ratio_b"": 0.85, ""smiles_a"": ""CC(C)(COCC1CO1)COCC1CO1"", ""smiles_b"": ""Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1"", ""source_row_index"": 12, ""source_target_distance_c"": 0.0404758071301785}",环氧-伯胺开环固化。,194.95952419286985,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_b2719d372f70,rule_template,harnessed,195.0,5.0,CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1|O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3,0.55000:0.45000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,epoxy;ether + aromatic;ether;hydroxyl;phenol,"{""groups_a"": ""epoxy;ether"", ""groups_b"": ""aromatic;ether;hydroxyl;phenol"", ""in_target_range"": true, ""ratio_a"": 0.55, ""ratio_b"": 0.4499999999999999, ""smiles_a"": ""CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1"", ""smiles_b"": ""O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3"", ""source_row_index"": 13, ""source_target_distance_c"": 0.0405828672110715}",环氧-羟基醚化，常需催化剂。,194.95941713278893,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_d3c79d830063,rule_template,harnessed,195.0,5.0,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1|Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,0.45000:0.55000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,isocyanate + aromatic;primary_amine,"{""groups_a"": ""isocyanate"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.45, ""ratio_b"": 0.55, ""smiles_a"": ""O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1"", ""smiles_b"": ""Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1"", ""source_row_index"": 14, ""source_target_distance_c"": 0.0430183637411403}",异氰酸酯-伯胺形成聚脲。,194.9569816362589,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_efa00a3877c5,rule_template,harnessed,195.0,5.0,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1,0.80000:0.20000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.8, ""ratio_b"": 0.1999999999999999, ""smiles_a"": ""CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1"", ""smiles_b"": ""Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1"", ""source_row_index"": 15, ""source_target_distance_c"": 0.0452653559300983}",环氧-伯胺开环固化。,194.9547346440699,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_b992a7064856,rule_template,harnessed,195.0,5.0,CCCCC1OC1CCCCC1OC1CCCCCCCC(=O)Oc1ccccc1|CC(c1ccc(Oc2ccc(N)cc2)cc1)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1,0.10000:0.90000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ester;ether + aromatic;ether;primary_amine,"{""groups_a"": ""aromatic;epoxy;ester;ether"", ""groups_b"": ""aromatic;ether;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.1, ""ratio_b"": 0.9, ""smiles_a"": ""CCCCC1OC1CCCCC1OC1CCCCCCCC(=O)Oc1ccccc1"", ""smiles_b"": ""CC(c1ccc(Oc2ccc(N)cc2)cc1)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1"", ""source_row_index"": 16, ""source_target_distance_c"": 0.0452897602235395}",环氧-伯胺开环固化。,194.9547102397765,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_8e52a0a6952f,rule_template,harnessed,195.0,5.0,N#COc1ccc(CC2CCCC(Cc3ccc(OC#N)cc3)C2)cc1|Nc1ccc(-c2ccc(N)cc2)cc1,0.90000:0.10000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;cyanate_ester;ether;nitrile + aromatic;primary_amine,"{""groups_a"": ""aromatic;cyanate_ester;ether;nitrile"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.9, ""ratio_b"": 0.0999999999999999, ""smiles_a"": ""N#COc1ccc(CC2CCCC(Cc3ccc(OC#N)cc3)C2)cc1"", ""smiles_b"": ""Nc1ccc(-c2ccc(N)cc2)cc1"", ""source_row_index"": 17, ""source_target_distance_c"": 0.050701587268179}",氰酸酯-胺共反应。,194.94929841273185,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_712b5a11592a,rule_template,harnessed,195.0,5.0,COc1cc(CC2CO2)ccc1OC(=O)c1ccc(C(=O)Oc2ccc(CC3CO3)cc2OC)cc1|Nc1ccc(N)cc1,0.25000:0.75000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ester;ether + aromatic;primary_amine,"{""groups_a"": ""aromatic;epoxy;ester;ether"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.25, ""ratio_b"": 0.75, ""smiles_a"": ""COc1cc(CC2CO2)ccc1OC(=O)c1ccc(C(=O)Oc2ccc(CC3CO3)cc2OC)cc1"", ""smiles_b"": ""Nc1ccc(N)cc1"", ""source_row_index"": 18, ""source_target_distance_c"": 0.0518650553041482}",环氧-伯胺开环固化。,194.94813494469585,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_53582e994fd1,rule_template,harnessed,195.0,5.0,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1|Nc1ccc(-c2ccc(N)cc2)cc1,0.65000:0.35000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.65, ""ratio_b"": 0.35, ""smiles_a"": ""COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1"", ""smiles_b"": ""Nc1ccc(-c2ccc(N)cc2)cc1"", ""source_row_index"": 19, ""source_target_distance_c"": 0.0519676887893183}",环氧-伯胺开环固化。,195.0519676887893,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
