process_record_id,linked_observation_id,source_type,target_tg_c,observed_tg_c,smiles,ratios,reaction_principle,process_template,review_status,literature_source,operator,catalyst,catalyst_loading,cure_temperature_c,cure_time_h,post_cure_temperature_c,post_cure_time_h,imidization_temperature_c,imidization_time_h,trimerization_temperature_c,initiator_type,initiator_loading,moisture_control,nco_index,notes,source_type_allowed,review_status_allowed,valid_smiles,ratio_ok,process_template_known,required_process_fields,missing_process_fields,process_fields_complete,target_distance_c,process_record_pass,ready_for_active_ledger
review_queue_0012,surrogate_round_4,surrogate_review,195.0,195.583840638969,CC1=CC(C)(C)N=C(Nc2nc(C)c3cc(C)cc(C)c3n2)N1|Nc1cccc(N)c1|c1ccc(C(c2ccc(OCC3CO3)cc2)c2ccc(OCC3CO3)cc2)cc1,0.37683:0.46697:0.15620,epoxy_primary_amine,epoxy_amine_thermal_cure,needs_human_review,pievo_latent_local_search_selected,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h; review_priority=process_design_for_dsc; not active ledger evidence.,True,True,True,True,True,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,False,0.5838406389690078,True,False
review_queue_0013,vae_latent_local_search_0014,surrogate_review,195.0,195.688746304156,C=C(C)C(=O)OC(C)(C)C|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.30000:0.70000,maleimide_vinyl,maleimide_addition_or_copolymerization,needs_human_review,vae_latent_local_search,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=cure_temperature_c;co_reactant_stoichiometry;post_cure_temperature_c; review_priority=process_design_for_dsc; not active ledger evidence.,True,True,True,True,True,cure_temperature_c;co_reactant_stoichiometry;post_cure_temperature_c,cure_temperature_c;co_reactant_stoichiometry;post_cure_temperature_c,False,0.6887463041560125,True,False
review_queue_0014,surrogate_round_3,surrogate_review,195.0,195.0590323055354,COC(=O)c1cc(CCc2ccc(OC)cc2OC)ccc1O|Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21|O=C(NCc1ccc(S(=O)(=O)O)cc1)C(CS)Cc1ccccc1|c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,0.06645:0.18729:0.16791:0.57835,epoxy_secondary_amine,epoxy_amine_thermal_cure,needs_human_review,pievo_latent_local_search_selected,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h; review_priority=process_design_for_dsc; not active ledger evidence.,True,True,True,True,True,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,False,0.05903230553539629,True,False
review_queue_0015,vae_latent_local_search_0063,surrogate_review,195.0,195.4722136422204,Nc1ccc(-c2ccc(N)cc2)cc1|O=C1C=CC(=O)N1c1ccccc1N1C(=O)C=CC1=O,0.55000:0.45000,maleimide_amine,maleimide_addition_or_copolymerization,needs_human_review,vae_latent_local_search,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=cure_temperature_c;co_reactant_stoichiometry;post_cure_temperature_c; review_priority=process_design_for_dsc; not active ledger evidence.,True,True,True,True,True,cure_temperature_c;co_reactant_stoichiometry;post_cure_temperature_c,cure_temperature_c;co_reactant_stoichiometry;post_cure_temperature_c,False,0.47221364222039597,True,False
review_queue_0016,sparse_target_replacement_250_0035,surrogate_review,250.0,249.6163776184917,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,0.20000:0.80000,epoxy_primary_amine,epoxy_amine_thermal_cure,needs_human_review,sparse_target_replacement_250,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h; review_priority=process_design_for_dsc; not active ledger evidence.,True,True,True,True,True,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,False,0.3836223815083031,True,False
review_queue_0017,surrogate_round_4,surrogate_review,195.0,194.04063942598856,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|COC(=O)c1cc(CCc2ccc(OC)cc2OC)ccc1O|Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.16936:0.38508:0.44556,epoxy_hydroxyl,epoxy_anhydride_catalyzed_cure,needs_human_review,pievo_ensemble_guard_selected,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=catalyst_loading;cure_temperature_c;post_cure_temperature_c; review_priority=process_design_for_dsc; not active ledger evidence.,True,True,True,True,True,catalyst_loading;cure_temperature_c;post_cure_temperature_c,catalyst_loading;cure_temperature_c;post_cure_temperature_c,False,0.9593605740114413,True,False
review_queue_0018,sparse_target_replacement_250_0008,surrogate_review,250.0,249.4053290851912,COc1ccc(OCC2CO2)c(CCCC(=O)OCCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,0.25000:0.75000,epoxy_primary_amine,epoxy_amine_thermal_cure,needs_human_review,sparse_target_replacement_250,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h; review_priority=process_design_for_dsc; not active ledger evidence.,True,True,True,True,True,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,False,0.5946709148088019,True,False
review_queue_0019,sparse_target_replacement_250_0277,surrogate_review,250.0,250.7669903376895,COc1cc(CC2CO2)ccc1OP(=O)(Oc1ccc(CC2CO2)cc1OC)Oc1ccc(CC2CO2)cc1OC|O=C1OC(=O)c2cc(Cc3ccc4c(c3)C(=O)OC4=O)ccc21,0.05000:0.95000,epoxy_anhydride,epoxy_anhydride_catalyzed_cure,needs_human_review,sparse_target_replacement_250,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=catalyst_loading;cure_temperature_c;post_cure_temperature_c; review_priority=process_design_for_dsc; not active ledger evidence.,True,True,True,True,True,catalyst_loading;cure_temperature_c;post_cure_temperature_c,catalyst_loading;cure_temperature_c;post_cure_temperature_c,False,0.7669903376894922,True,False
review_queue_0020,sparse_target_replacement_250_0182,surrogate_review,250.0,250.85196239366724,COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1|O=C1OC(=O)c2cc(Cc3ccc4c(c3)C(=O)OC4=O)ccc21,0.05000:0.95000,epoxy_anhydride,epoxy_anhydride_catalyzed_cure,needs_human_review,sparse_target_replacement_250,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=catalyst_loading;cure_temperature_c;post_cure_temperature_c; review_priority=process_design_for_dsc; not active ledger evidence.,True,True,True,True,True,catalyst_loading;cure_temperature_c;post_cure_temperature_c,catalyst_loading;cure_temperature_c;post_cure_temperature_c,False,0.851962393667236,True,False
review_queue_0021,sparse_target_replacement_250_0308,surrogate_review,250.0,249.44716837670188,COc1cc(C(c2cc(C)c(O)c(O)c2)c2cc(C)c(O)c(O)c2)ccc1OCC1CO1|Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,0.25000:0.75000,epoxy_primary_amine,epoxy_amine_thermal_cure,needs_human_review,sparse_target_replacement_250,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h; review_priority=high_fidelity_before_dsc; not active ledger evidence.,True,True,True,True,True,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,False,0.5528316232981183,True,False
review_queue_0022,vae_latent_local_search_0055,surrogate_review,195.0,194.4771576858765,N#COc1ccc(C(F)(F)c2ccc(OC#N)cc2)cc1|Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,0.20000:0.80000,cyanate_ester_amine,cyanate_ester_triazine_cure,needs_human_review,vae_latent_local_search,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=trimerization_temperature_c;catalyst_loading;post_cure_temperature_c; review_priority=high_fidelity_before_dsc; not active ledger evidence.,True,True,True,True,True,trimerization_temperature_c;catalyst_loading;post_cure_temperature_c,trimerization_temperature_c;catalyst_loading;post_cure_temperature_c,False,0.5228423141234941,True,False
review_queue_0023,vae_latent_local_search_0081,surrogate_review,195.0,193.49436093062727,COc1cc(Nc2ccnc3cc(-c4ccncc4)ccc23)cc(OC)c1OC|O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,0.45000:0.55000,anhydride_primary_amine,anhydride_amine_imidization,needs_human_review,vae_latent_local_search,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=solvent;imidization_temperature_c;imidization_time_h; review_priority=high_fidelity_before_dsc; not active ledger evidence.,True,True,True,True,True,solvent;imidization_temperature_c;imidization_time_h,solvent;imidization_temperature_c;imidization_time_h,False,1.5056390693727337,True,False
review_queue_0024,expanded_inventory_replacement_0052,surrogate_review,195.0,194.5485119000028,CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1|CC(c1ccc(Oc2ccc(N)cc2)cc1)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1,0.20000:0.80000,cyanate_ester_amine,cyanate_ester_triazine_cure,needs_human_review,expanded_inventory_replacement,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=trimerization_temperature_c;catalyst_loading;post_cure_temperature_c; review_priority=high_fidelity_before_dsc; not active ledger evidence.,True,True,True,True,True,trimerization_temperature_c;catalyst_loading;post_cure_temperature_c,trimerization_temperature_c;catalyst_loading;post_cure_temperature_c,False,0.4514880999971922,True,False
review_queue_0025,sparse_target_replacement_250_0295,surrogate_review,250.0,251.69404899766425,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1|O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3,0.15000:0.85000,epoxy_hydroxyl,epoxy_anhydride_catalyzed_cure,needs_human_review,sparse_target_replacement_250,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=catalyst_loading;cure_temperature_c;post_cure_temperature_c; review_priority=high_fidelity_before_dsc; not active ledger evidence.,True,True,True,True,True,catalyst_loading;cure_temperature_c;post_cure_temperature_c,catalyst_loading;cure_temperature_c;post_cure_temperature_c,False,1.6940489976642539,True,False
review_queue_0026,vae_latent_local_search_0136,surrogate_review,195.0,195.6624548438608,CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1|N=C(N)N1CCC[C@H]1Cc1nc(-c2ccc(Nc3nc(-c4cc(C(F)(F)F)ccc4F)cs3)cc2)no1,0.55000:0.45000,epoxy_primary_amine,epoxy_amine_thermal_cure,needs_human_review,vae_latent_local_search,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h; review_priority=high_fidelity_before_dsc; not active ledger evidence.,True,True,True,True,True,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,False,0.662454843860786,True,False
review_queue_0027,sparse_target_replacement_250_0059,surrogate_review,250.0,247.6700355629084,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O|O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3,0.60000:0.40000,anhydride_hydroxyl,anhydride_amine_imidization,needs_human_review,sparse_target_replacement_250,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=solvent;imidization_temperature_c;imidization_time_h; review_priority=high_fidelity_before_dsc; not active ledger evidence.,True,True,True,True,True,solvent;imidization_temperature_c;imidization_time_h,solvent;imidization_temperature_c;imidization_time_h,False,2.329964437091604,True,False
review_queue_0028,sparse_target_replacement_250_0249,surrogate_review,250.0,252.80484504894807,COc1cc(CC2CO2)ccc1OC(=O)c1ccc(C(=O)Oc2ccc(CC3CO3)cc2OC)cc1|O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,0.20000:0.80000,epoxy_anhydride,epoxy_anhydride_catalyzed_cure,needs_human_review,sparse_target_replacement_250,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=catalyst_loading;cure_temperature_c;post_cure_temperature_c; review_priority=high_fidelity_before_dsc; not active ledger evidence.,True,True,True,True,True,catalyst_loading;cure_temperature_c;post_cure_temperature_c,catalyst_loading;cure_temperature_c;post_cure_temperature_c,False,2.804845048948067,True,False
review_queue_0029,sparse_target_replacement_250_0296,surrogate_review,250.0,252.77120901024264,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3,0.15000:0.85000,epoxy_hydroxyl,epoxy_anhydride_catalyzed_cure,needs_human_review,sparse_target_replacement_250,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=catalyst_loading;cure_temperature_c;post_cure_temperature_c; review_priority=high_fidelity_before_dsc; not active ledger evidence.,True,True,True,True,True,catalyst_loading;cure_temperature_c;post_cure_temperature_c,catalyst_loading;cure_temperature_c;post_cure_temperature_c,False,2.771209010242643,True,False
review_queue_0030,sparse_target_replacement_250_0096,surrogate_review,250.0,247.38619468771543,C(=N/c1ccc(OCC2CO2)cc1)\c1ccc(OCC2CO2)cc1|Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,0.10000:0.90000,epoxy_primary_amine,epoxy_amine_thermal_cure,needs_human_review,sparse_target_replacement_250,smp02_human_review_queue,,,,,,,,,,,,,,Human review queue draft; missing_process_fields=mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h; review_priority=high_fidelity_before_dsc; not active ledger evidence.,True,True,True,True,True,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,mix_temperature_c;cure_temperature_c;cure_time_h;post_cure_temperature_c;post_cure_time_h,False,2.613805312284569,True,False
