ML method,latent_size,model_family,predictor_kind,model_path,PCP training dataset (%),PCP test dataset (%),MAPE training dataset (%),MAPE test dataset (%),MAPEK training dataset (%),MAPEK test dataset (%),MAE training dataset (C),MAE test dataset (C),RMSE training dataset (C),RMSE test dataset (C),R2 training,R2 test
VAE (1024) + KernelRidge_RBF_a0.1_g0.01,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_kernelridge_rbf_a0.1_g0.01_latent_1024.joblib,32.631578947368425,23.52941176470588,48.6698086798372,375.1667684080344,7.946673950506727,9.80216788292968,31.664045571026048,42.07404749796671,40.95923197173889,59.47865319154613,0.7449586391448975,0.6177974939346313
VAE (1024) + KernelRidge_linear,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_kernelridge_linear_latent_1024.joblib,37.10526315789473,29.411764705882355,46.5375485819763,413.0624517895839,7.238143579400119,8.868789059013803,28.642714419804122,37.11928910630591,37.05482721463223,52.34465322574374,0.7912643551826477,0.7039835453033447
VAE (1024) + KernelRidge_poly2,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_kernelridge_poly2_latent_1024.joblib,24.736842105263158,22.058823529411764,79.19857565565816,408.23274729601013,11.568260565368352,13.656905350815544,45.48867194276107,58.64005112910972,59.39394981047281,79.15757317128035,0.4637202024459839,0.32305073738098145
VAE (1024) + KNN_3_uniform,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_knn_3_uniform_latent_1024.joblib,61.31578947368421,54.41176470588235,37.46979570333247,415.59251147273244,5.1276870100535605,7.295870247615024,19.799187933771233,32.70435107718496,33.41313700466356,63.240069952346104,0.8302767276763916,0.5679282546043396
VAE (1024) + KNN_5_distance,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_knn_5_distance_latent_1024.joblib,100.0,54.41176470588235,0.0003533158730499037,407.4197911907272,5.964248082616376e-05,7.226189741919331,0.0002266875616238915,32.38903152018224,0.0003329159137619148,60.55140495124918,0.9999999999831509,0.6038865016667956
VAE (1024) + KNN_9_distance,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_knn_9_distance_latent_1024.joblib,100.0,45.588235294117645,0.000588119682745285,444.63057044861785,9.543722770213154e-05,7.9287015406119945,0.00036301521389790975,35.286711142657445,0.0004975764492507424,61.33953778415111,0.999999999962362,0.5935078233934312
VAE (1024) + DecisionTree_depth_6,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_decisiontree_depth_6_latent_1024.joblib,54.21052631578947,38.23529411764706,26.959515328930216,325.3302519700223,4.630402718522196,8.245427776349231,17.113853229115513,35.19923031941594,25.131131026613463,52.925491695693545,0.9039867670865467,0.6973776522210483
VAE (1024) + RandomForest_paper,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_randomforest_paper_latent_1024.joblib,77.63157894736842,50.0,16.62819177175383,221.10230481971337,2.3583233656721125,6.270638565998066,9.176209399120228,27.89520334462395,13.399241296658241,48.89656071219167,0.9727059840804259,0.74169797024231
VAE (1024) + RandomForest_large,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_randomforest_large_latent_1024.joblib,77.36842105263158,51.470588235294116,15.99536200682505,209.8795555059426,2.277149054303383,6.241264197412385,8.872692296982601,28.085875091268907,12.982182655151362,49.78173815641271,0.9743786237082153,0.7322612042407353
VAE (1024) + ExtraTrees_300,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_extratrees_300_latent_1024.joblib,100.0,55.88235294117647,3.5037650681521446e-06,146.42129187774435,9.457556102163987e-07,5.799561322972903,4.063518525266933e-06,26.544986227020363,6.142868983933008e-06,51.282530241560025,0.9999999999999942,0.7158745850775989
VAE (1024) + ExtraTrees_600,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_extratrees_600_latent_1024.joblib,100.0,57.35294117647059,3.5037650681521446e-06,151.09535598210437,9.457556102163987e-07,5.778941070301145,4.063518525266933e-06,26.420056605522866,6.142868983933008e-06,51.098079228429235,0.9999999999999942,0.7179147719507619
VAE (1024) + GradientBoosting_squared,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_gradientboosting_squared_latent_1024.joblib,88.68421052631578,50.0,7.9375793345339,234.86388357962718,1.2911138323593303,6.528290818888122,4.920826000416113,28.940859562695053,6.34282183581513,50.70876708045034,0.9938839356012862,0.7221967667285022
VAE (1024) + GradientBoosting_huber,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_gradientboosting_huber_latent_1024.joblib,84.73684210526315,47.05882352941176,8.603895606892666,238.8884886552052,1.5838142226683032,6.570862181160251,6.273694165401356,29.20614954277529,12.364494335199636,51.7636863964669,0.9767587359822486,0.7105179841747966
VAE (1024) + HistGradientBoosting,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_histgradientboosting_latent_1024.joblib,97.89473684210527,50.0,2.573853833896784,74.40631033316126,0.42615579391423125,6.093963619644038,1.7917068968729268,27.780205130946655,4.149088334707249,51.2284649158165,0.99738294779143,0.7164733556759757
VAE (1024) + AdaBoost_depth_4,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_adaboost_depth_4_latent_1024.joblib,48.421052631578945,27.941176470588236,40.21328879974197,293.37782038221496,5.4399049362855,8.931707017745179,20.24407145272807,38.501523211031575,25.242860626204518,58.487034109427974,0.9031311456975202,0.6304353772941602
VAE (1024) + BaggingTrees,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_baggingtrees_latent_1024.joblib,70.52631578947368,45.588235294117645,20.215896888612463,235.5424916511066,2.88881263372036,6.597508281056168,11.069886845640315,29.342762322137673,15.082524188824582,50.48826694307043,0.9654176035361579,0.7246074926723628
VAE (1024) + MLP_64,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_mlp_64_latent_1024.joblib,23.42105263157895,16.176470588235293,68.66096057930287,465.97517069075514,10.889864579418997,12.70862238126001,42.64019786182203,53.996168209349406,54.78845881782784,73.26507468113955,0.543663501739502,0.4200838804244995
VAE (1024) + MLP_128_64,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_mlp_128_64_latent_1024.joblib,21.31578947368421,17.647058823529413,59.14082346449173,420.61434404640494,9.951469586763316,11.675362663592534,39.46112914587322,49.37396578490734,49.42860458882543,66.83124988392048,0.6285813450813293,0.5174632668495178
VAE (1024) + MLP_256_128_64,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_mlp_256_128_64_latent_1024.joblib,17.105263157894736,11.76470588235294,92.44482095797686,563.9095971293007,13.315488154348968,15.285425362139351,49.169293812701575,59.32697769035311,56.93902599261168,70.03308291299913,0.5071360468864441,0.4701197147369385
VAE (1024) + PLS_2,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_pls_2_latent_1024.joblib,24.736842105263158,19.11764705882353,68.20800557749705,496.24797367074837,11.074856024176439,12.62993105445732,44.04197039245553,54.874215520359826,58.2617268903915,77.55040342780921,0.4839714496656722,0.35026043075004154
VAE (1024) + PLS_8,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_pls_8_latent_1024.joblib,36.84210526315789,32.35294117647059,54.768894046581664,399.1680784451711,7.843502924192474,8.655797651746559,30.862130810910166,35.60810246379183,40.55656553084898,48.08958215360954,0.7499485570363853,0.7501535400008593
VAE (1024) + GaussianProcess_RBF,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_gaussianprocess_rbf_latent_1024.joblib,98.15789473684211,64.70588235294117,3.06863750090208,24.63788791008767,0.7014145592181601,5.05725689902984,2.740976306457176,21.804383257856692,4.347512506811915,42.082783536134144,0.9971266488470104,0.8086713048095
VAE (1024) + XGBoost_hist_depth3,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_xgboost_hist_depth3_latent_1024.joblib,91.3157894736842,50.0,5.921921343851663,93.28817214957643,1.0011489904389244,6.109310384482662,3.79309490479921,27.589262656429234,4.949504552642513,49.08386111243635,0.9962758421897888,0.7397152781486511
VAE (1024) + XGBoost_hist_depth5,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_xgboost_hist_depth5_latent_1024.joblib,99.21052631578947,55.88235294117647,1.9274683124620404,38.34468313815447,0.3338160333155463,5.825999469267342,1.2655248303162425,26.537117666181395,1.6197597354787476,49.8641732637885,0.9996011257171631,0.7313737869262695
VAE (1024) + LightGBM_leaves31,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_lightgbm_leaves31_latent_1024.joblib,98.68421052631578,47.05882352941176,2.061514655964356,155.3043373961967,0.36290078332723086,6.349716906677094,1.5130741840592352,28.587335209716656,3.4841241848469973,50.51144063456251,0.9981545840208265,0.7243546289477432
VAE (1024) + LightGBM_leaves63,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_lightgbm_leaves63_latent_1024.joblib,95.78947368421052,50.0,3.8458655066665446,153.13498370559574,0.6425242130786113,6.279047055234299,2.640234234688548,28.35261726221372,5.184936968704357,50.01443406140895,0.9959131002309378,0.7297523593161757
VAE (1024) + CatBoost_depth6,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_catboost_depth6_latent_1024.joblib,86.57894736842105,54.41176470588235,9.592417521483762,136.77947123032493,1.5169693031053046,6.167654207758353,5.760605519609988,28.256026051503085,7.254100148238156,53.26405625592823,0.99200029230352,0.6934935159251168
VAE (1024) + CatBoost_depth8,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_catboost_depth8_latent_1024.joblib,82.36842105263158,52.94117647058824,12.212672890809708,155.20691281903873,1.8849173378477813,6.61835353503708,7.196392311761328,29.907223375554068,9.209632734088958,53.86908925071874,0.9871058817872065,0.6864906774577735
VAE (1024) + NGBoost,1024,model_zoo,joblib,artifacts/reproduce/predictors/latent_1024/zoo_ngboost_latent_1024.joblib,86.57894736842105,47.05882352941176,8.078186900357183,236.09308805705354,1.3268229826470836,6.6191186791771495,5.034556719122207,29.314829727858612,6.539305429096951,50.41455111874326,0.993499148148903,0.7254110839521545
