ML method,latent_size,model_family,predictor_kind,model_path,PCP training dataset (%),PCP test dataset (%),MAPE training dataset (%),MAPE test dataset (%),MAPEK training dataset (%),MAPEK test dataset (%),MAE training dataset (C),MAE test dataset (C),RMSE training dataset (C),RMSE test dataset (C),R2 training,R2 test
VAE (64) + ExtraTrees_300,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_extratrees_300_latent_64.joblib,100.0,55.88235294117647,3.5037650681521446e-06,65.45104508275513,9.457556102163987e-07,5.622331555041931,4.063518525266933e-06,25.98108685727373,6.142868983933008e-06,50.39188273015233,0.9999999999999942,0.7256579606464746
VAE (64) + ExtraTrees_600,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_extratrees_600_latent_64.joblib,100.0,57.35294117647059,3.5037650681521446e-06,77.78797797587224,9.457556102163987e-07,5.6158543921814,4.063518525266933e-06,25.87271174696199,6.142868983933008e-06,50.21454574904838,0.9999999999999942,0.7275854688548126
VAE (64) + GradientBoosting_squared,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_gradientboosting_squared_latent_64.joblib,88.1578947368421,51.470588235294116,9.117417541070719,75.47392333262628,1.4079199369025104,6.8396997926365195,5.3392273313387415,31.182379844825817,6.802294122408488,51.95425757061199,0.9929657493876275,0.7083825691105077
VAE (64) + GradientBoosting_huber,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_gradientboosting_huber_latent_64.joblib,86.57894736842105,52.94117647058824,9.712608771029076,55.143781242623135,1.535247927103639,6.308045923837879,5.818228436539198,28.772765824490325,8.733233539456712,50.006655095927684,0.9884053625760599,0.7298364183931938
VAE (64) + HistGradientBoosting,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_histgradientboosting_latent_64.joblib,96.57894736842105,52.94117647058824,4.7627696846032865,75.30112369360579,0.6498287411114935,6.27748887487439,2.638137989217338,28.04898051668694,5.946915729598075,50.21630455641669,0.994623612122511,0.7275663854172014
VAE (64) + AdaBoost_depth_4,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_adaboost_depth_4_latent_64.joblib,51.05263157894737,27.941176470588236,36.65420956118245,235.14151392934878,4.937344420187427,8.740583098278822,18.758065861668165,38.01438250920165,23.17776082217344,58.16283630417899,0.9183323651555627,0.6345210683555735
VAE (64) + BaggingTrees,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_baggingtrees_latent_64.joblib,75.52631578947368,47.05882352941176,21.743487633624646,138.22072753448643,2.8654955007201797,7.3177505776917675,10.887777819968795,32.57954882141132,15.034290744977401,55.54216079958186,0.9656384367211209,0.6667142569802957
VAE (64) + MLP_64,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_mlp_64_latent_64.joblib,14.736842105263156,11.76470588235294,94.38689596970036,312.05611385900147,13.519340003814625,15.770204867263216,53.12149455672816,66.61940211671241,66.8221440338481,84.71831371243559,0.3211907148361206,0.2245998978614807
VAE (64) + MLP_128_64,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_mlp_128_64_latent_64.joblib,38.15789473684211,29.411764705882355,45.99031292438971,402.5856012094094,7.653655421044495,9.949929191754494,30.677903671641097,42.25072930402615,42.050810055288515,60.47895472969873,0.7311835885047913,0.6048338413238525
VAE (64) + MLP_256_128_64,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_mlp_256_128_64_latent_64.joblib,35.26315789473684,27.941176470588236,42.75911946706914,327.7765923954869,7.882476962113645,9.918281394810453,32.27416158977308,43.277453782803875,44.36193213786308,63.17256933838647,0.700823187828064,0.5688501000404358
VAE (64) + PLS_2,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_pls_2_latent_64.joblib,23.42105263157895,17.647058823529413,89.78448008302664,322.8339879192391,12.74031650686602,15.474414322642929,49.21646216557023,64.73288370138616,63.642290057361194,83.65810442956797,0.38425822178519864,0.2438860806275135
VAE (64) + PLS_8,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_pls_8_latent_64.joblib,40.0,35.294117647058826,51.74577962111814,327.4547847476026,7.412725105842653,9.000942043449278,28.740648041948702,36.86791981082253,37.158585840816144,50.62897491248449,0.7900937454351941,0.7230703467263688
VAE (64) + GaussianProcess_RBF,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_gaussianprocess_rbf_latent_64.joblib,99.47368421052632,57.35294117647059,2.2637950916890937,26.274366479210485,0.5385178902170319,7.0851547872962435,2.1117293594695243,34.5290398159013,3.5809062904453897,71.97004864164042,0.9980506360226004,0.44040376255179303
VAE (64) + XGBoost_hist_depth3,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_xgboost_hist_depth3_latent_64.joblib,90.78947368421053,57.35294117647059,7.16031840633916,83.67305571401073,1.096044228856668,6.259379252106142,4.143692638999537,28.7062341071227,5.499339420178842,50.972477755677815,0.995402455329895,0.7192997932434082
VAE (64) + XGBoost_hist_depth5,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_xgboost_hist_depth5_latent_64.joblib,98.68421052631578,54.41176470588235,2.1118514038976954,73.74403800172897,0.3706437103953903,6.323911848286608,1.4151712252905495,29.46870857389534,1.844217085304501,55.488446900009414,0.9994829297065735,0.6673585772514343
VAE (64) + LightGBM_leaves31,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_lightgbm_leaves31_latent_64.joblib,95.78947368421052,51.470588235294116,3.6523093978694834,52.155108246096226,0.5792708357690911,6.424516193167841,2.3556190002555617,29.11931854899669,5.4219525347545945,51.99986959891466,0.9955309167265132,0.7078703069052499
VAE (64) + LightGBM_leaves63,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_lightgbm_leaves63_latent_64.joblib,93.42105263157895,52.94117647058824,5.493970202286378,80.05685513868383,0.8647590857987216,6.430553824079878,3.492783322392852,29.133502855457998,7.316928227329847,52.57646308209824,0.9918611205785648,0.7013559082717291
VAE (64) + CatBoost_depth6,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_catboost_depth6_latent_64.joblib,88.42105263157895,50.0,9.85755406482623,65.2991962428017,1.4775621014158917,6.1127394029962545,5.577399114781882,27.7563948390827,7.106299076111307,49.795322579273055,0.9923229567560007,0.7321150633708273
VAE (64) + CatBoost_depth8,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_catboost_depth8_latent_64.joblib,86.05263157894737,50.0,11.304969848470407,109.60681249007591,1.6442993672299928,6.405712300112548,6.202574828187711,29.018986463898838,7.962145464078953,52.2527965063801,0.9903624367855873,0.7050215630756456
VAE (64) + NGBoost,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_ngboost_latent_64.joblib,85.78947368421052,42.64705882352941,9.893524728977612,77.71300921700757,1.5111308549357325,6.889685401269134,5.735923453914618,31.26653976638741,7.383319288584464,51.31592716262794,0.991712752223247,0.7155044003865554
VAE (128) + SVR,128,paper,joblib,artifacts/reproduce/predictors/latent_128/svr_latent_128.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (128) + RF,128,paper,joblib,artifacts/reproduce/predictors/latent_128/rf_latent_128.joblib,80.78947368421052,52.94117647058824,17.483668091049847,223.57088587557885,2.1333670085151786,6.318719020284071,8.10627883962435,27.803815568942316,12.168487890688846,47.89547098662602,0.9774897533907035,0.7521664544788613
VAE (128) + CNN,128,paper,torch_cnn,artifacts/reproduce/predictors/latent_128/cnn_latent_128.pt,13.684210526315791,5.88235294117647,115.55070950942488,644.596828924145,16.045430291245385,17.653035558684138,64.02865167667991,75.65617596664849,81.17618000805041,97.1225047299786,-0.0017611980438232422,-0.019086599349975586
VAE (128) + LinearRegression,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_linearregression_latent_128.joblib,73.42105263157895,57.35294117647059,17.08829045151168,162.27291184720136,2.714202232329245,6.636303198962523,10.283806360395332,27.279969302170418,13.991732215156542,50.41831804166964,0.9702388048171997,0.7253700494766235
VAE (128) + Ridge_alpha_0.1,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_ridge_alpha_0.1_latent_128.joblib,45.0,35.294117647058826,42.16441319417474,392.10340698173553,6.478810517633307,9.051896663653164,25.319187996262,37.34818488271797,33.471240893569075,54.19770263147119,0.8296858668327332,0.6826540231704712
VAE (128) + Ridge_alpha_1,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_ridge_alpha_1_latent_128.joblib,32.89473684210527,29.411764705882355,51.438062106412964,379.52785815864604,8.059442845905767,10.047048396639575,31.885457850757398,42.01566190141089,41.50956031316131,58.156808824909795,0.7380591034889221,0.6345968246459961
VAE (128) + Ridge_alpha_10,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_ridge_alpha_10_latent_128.joblib,21.31578947368421,8.823529411764707,74.06304459529647,382.35202927773634,10.782240392608841,13.30291580528058,42.595016848413565,56.3395255760235,53.991646867638515,72.97818915406116,0.5568404197692871,0.4246165156364441
VAE (128) + Lasso_alpha_0.001,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_lasso_alpha_0.001_latent_128.joblib,29.210526315789476,22.058823529411764,55.53375883466438,393.45244040383454,8.801341522769246,10.905118650198103,34.7524210183244,45.70519224598127,45.1594981270207,61.70981484181754,0.6899689435958862,0.588585376739502
VAE (128) + ElasticNet_alpha_0.001_l1_0.2,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_elasticnet_alpha_0.001_l1_0.2_latent_128.joblib,34.73684210526316,29.411764705882355,51.53863968596618,388.1767627975554,8.0531482975133,10.1384044171839,31.73511481410579,42.17774586379528,41.45242099783279,57.949938762144185,0.7387797832489014,0.6371917724609375
VAE (128) + ElasticNet_alpha_0.01_l1_0.5,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_elasticnet_alpha_0.01_l1_0.5_latent_128.joblib,13.684210526315791,10.294117647058822,95.35576991019666,483.18052850423607,13.302839276067074,15.595452489140161,52.63876608547412,66.28450653395232,66.27906376638796,84.01131374876675,0.33217954635620117,0.23748785257339478
VAE (128) + BayesianRidge,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_bayesianridge_latent_128.joblib,65.52631578947368,51.470588235294116,20.773007977074943,167.6222783061227,3.5940403998434163,7.032020043844887,13.683606328619154,31.126606410917113,18.185595515433835,55.32256323259274,0.9497238397598267,0.669344425201416
VAE (128) + ARDRegression,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_ardregression_latent_128.joblib,58.684210526315795,41.17647058823529,29.96491058866646,312.7137536432286,4.547014800211664,8.094371760931963,17.379649149744136,34.64898453302243,23.1157722229469,55.617560605899406,0.9187686443328857,0.6658087372779846
VAE (128) + HuberRegressor,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_huberregressor_latent_128.joblib,63.94736842105263,44.11764705882353,24.479880888775856,354.4122911966614,4.079759109539787,7.807988091015196,15.491186462980515,33.65479730965214,22.40290750118484,56.93798621532719,0.9237015358592324,0.6497522135628895
VAE (128) + SGDRegressor_huber,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_sgdregressor_huber_latent_128.joblib,16.57894736842105,13.23529411764706,86.91557071643176,411.67337010359813,12.982171194384334,15.180522680518141,53.2054026853704,66.7068504457718,69.74562583434283,88.9317852724837,0.2604952369467245,0.14555283185329349
VAE (128) + SVR_RBF,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_svr_rbf_latent_128.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (128) + SVR_linear,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_svr_linear_latent_128.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (128) + SVR_poly2,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_svr_poly2_latent_128.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (128) + NuSVR_RBF,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_nusvr_rbf_latent_128.joblib,56.315789473684205,39.705882352941174,24.1913802248501,204.44890630322044,4.275484772208431,7.777171662670441,16.619763580230906,33.85036811330173,21.348038568025736,55.72051746421173,0.9307175907024834,0.6645703297249395
VAE (128) + LinearSVR,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_linearsvr_latent_128.joblib,59.473684210526315,50.0,29.44572197912358,401.50920792938905,4.743365657394026,8.053550777324705,18.25616577492993,34.222790181998505,25.920278491386956,55.35720475581316,0.8978622348149303,0.6689302520110607
VAE (128) + KernelRidge_RBF_a1_gscale,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_kernelridge_rbf_a1_gscale_latent_128.joblib,13.421052631578947,10.294117647058822,101.48865946006205,480.77298384086305,13.917727764381741,16.027879078515458,55.01897288623609,68.24374626927516,68.9387590731885,86.63682222893964,0.2775065302848816,0.18908321857452393
VAE (128) + KernelRidge_RBF_a0.1_g0.01,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_kernelridge_rbf_a0.1_g0.01_latent_128.joblib,25.526315789473685,13.23529411764706,63.609420796079405,380.56771179706743,9.737252158024935,12.110881804757762,38.65274852953459,51.31220392882824,49.41953679440451,68.040964185839,0.6287176609039307,0.49983638525009155
VAE (128) + KernelRidge_linear,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_kernelridge_linear_latent_128.joblib,31.842105263157894,29.411764705882355,51.503565379455154,378.48314759158313,8.073422116961991,10.086494831793855,31.953926922616205,42.221325526342675,41.54910298702238,58.36584705403458,0.7375597953796387,0.6319652795791626
VAE (128) + KernelRidge_poly2,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_kernelridge_poly2_latent_128.joblib,13.684210526315791,10.294117647058822,97.12579462736029,454.8418551767289,13.432662370609824,15.708478378793462,53.07379299715946,66.76666440946214,66.55569271351602,84.56216065997677,0.32659339904785156,0.227455735206604
VAE (128) + KNN_3_uniform,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_knn_3_uniform_latent_128.joblib,70.26315789473684,51.470588235294116,30.232212277001576,159.74577292742714,3.8283337091176115,6.543643528601237,14.844087369818437,30.10067357999437,27.85455090361282,54.57915560127188,0.8820496201515198,0.6781712770462036
VAE (128) + KNN_5_distance,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_knn_5_distance_latent_128.joblib,100.0,50.0,0.0002564263965369096,251.46053526944897,4.760109773339209e-05,6.465708082036012,0.00018563056346589945,29.402530978603323,0.0002984920095030502,52.2475757482129,0.9999999999864552,0.7050805047688276
VAE (128) + KNN_9_distance,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_knn_9_distance_latent_128.joblib,100.0,45.588235294117645,0.0005020986282054172,289.87967727653495,8.477215487249925e-05,7.405197464032011,0.0003283442550874339,33.497462788489784,0.00047580267172040775,57.646547137238315,0.999999999965584,0.6409807030041533
VAE (128) + DecisionTree_depth_6,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_decisiontree_depth_6_latent_128.joblib,68.6842105263158,41.17647058823529,17.106375634305483,102.9929337750316,3.0754490513775172,7.508393781983537,11.648995548691527,33.89166711172892,16.929601343779954,60.04525705294627,0.9564287030485945,0.6104810327301546
VAE (128) + RandomForest_paper,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_randomforest_paper_latent_128.joblib,80.78947368421052,52.94117647058824,17.483668091049847,223.57088587557885,2.1333670085151786,6.318719020284071,8.10627883962435,27.803815568942316,12.168487890688846,47.89547098662602,0.9774897533907035,0.7521664544788613
VAE (128) + RandomForest_large,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_randomforest_large_latent_128.joblib,83.15789473684211,51.470588235294116,17.30688015420475,186.84470501047184,2.0819953759282805,6.087815248443717,7.931595075233317,26.951396207494582,11.932511970521873,46.96567761757663,0.9783543425242405,0.7616954257342017
VAE (128) + ExtraTrees_300,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_extratrees_300_latent_128.joblib,100.0,61.76470588235294,3.5037650681521446e-06,93.29652086224156,9.457556102163987e-07,5.05926303904758,4.063518525266933e-06,23.0944098855528,6.142868983933008e-06,45.10988131309805,0.9999999999999942,0.7801560278831277
VAE (128) + ExtraTrees_600,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_extratrees_600_latent_128.joblib,100.0,54.41176470588235,3.5037650681521446e-06,98.53454471591698,9.457556102163987e-07,5.002822275312773,4.063518525266933e-06,22.778241753327265,6.142868983933008e-06,44.7476068386771,0.9999999999999942,0.7836729536590056
VAE (128) + GradientBoosting_squared,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_gradientboosting_squared_latent_128.joblib,87.63157894736841,51.470588235294116,7.8959146299788605,77.63148949551643,1.3223124735054115,6.358336486012489,5.028123907977831,27.700839649310762,6.431951978116748,47.94099198710876,0.9937108404735043,0.7516951367580557
VAE (128) + GradientBoosting_huber,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_gradientboosting_huber_latent_128.joblib,87.10526315789474,42.64705882352941,8.089331038837326,99.28924424401009,1.4625624014316243,6.577149861847746,5.685817928508986,29.402788515754565,8.478563318752556,48.58708816102794,0.9890717263831529,0.744957276009895
VAE (128) + HistGradientBoosting,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_histgradientboosting_latent_128.joblib,96.84210526315789,52.94117647058824,3.580263857490425,72.5753268239577,0.5725525356322922,6.333065466723918,2.3037138902688468,27.737301192882047,5.6452649767778915,47.64871147267617,0.9951552018505981,0.7547135741398585
VAE (128) + AdaBoost_depth_4,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_adaboost_depth_4_latent_128.joblib,53.94736842105263,30.88235294117647,35.28540719848971,181.4745937743713,4.746018062137837,7.619622190756309,18.00520121764222,32.53766499602275,22.643377362010234,50.94816573977861,0.9220547897147273,0.7195675286743566
VAE (128) + BaggingTrees,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_baggingtrees_latent_128.joblib,77.10526315789473,51.470588235294116,19.97041334689813,198.2607263406602,2.5082972938516415,6.4570481677420615,9.463024254098801,28.25811209457493,13.527753275749514,47.67012428094242,0.9721799201577829,0.7544930665457842
VAE (128) + MLP_64,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_mlp_64_latent_128.joblib,18.157894736842106,13.23529411764706,89.98059780887128,392.09265703772826,12.722005518864062,14.984187369438228,49.781025939238695,63.54085003891412,62.346921285250914,82.24586966619394,0.4090687036514282,0.26919853687286377
VAE (128) + MLP_128_64,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_mlp_128_64_latent_128.joblib,23.684210526315788,11.76470588235294,54.96833300557575,371.404368515497,9.349841821026988,11.818856675995283,37.1580660409049,49.70686207361081,47.41124491537933,66.86333666723039,0.6582804918289185,0.5169998407363892
VAE (128) + MLP_256_128_64,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_mlp_256_128_64_latent_128.joblib,31.57894736842105,22.058823529411764,45.29136484164329,362.6663297956235,7.8853871927181425,10.21844440072402,31.660788247459813,43.00773571782253,41.58712249805974,60.43488591724746,0.7370793223381042,0.6054095029830933
VAE (128) + PLS_2,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_pls_2_latent_128.joblib,22.36842105263158,10.294117647058822,75.43593049242816,150.91158925502899,11.929279605841133,14.692475421779264,46.4945009642741,61.2117384110114,59.11155904024903,77.9018527959231,0.4688076009056533,0.34435799878405504
VAE (128) + PLS_8,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_pls_8_latent_128.joblib,43.684210526315795,33.82352941176471,45.406330984713264,412.9003021927689,6.814027883926145,9.460490516169576,26.355992461300502,38.45288210392356,35.600325226116915,53.93327814723912,0.8073296193712829,0.6857430944846337
VAE (128) + GaussianProcess_RBF,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_gaussianprocess_rbf_latent_128.joblib,99.21052631578947,55.88235294117647,2.1398660640997487,39.321664492332324,0.5010937488423464,7.278847054489102,1.948367532356239,35.04147461122253,3.4272140933334074,74.7342517221381,0.9982143781380561,0.3965926799989369
VAE (128) + XGBoost_hist_depth3,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_xgboost_hist_depth3_latent_128.joblib,90.26315789473685,54.41176470588235,6.610704940020301,122.18554104550275,1.1602710237963243,5.644138163412431,4.433485428283089,25.234757103464183,5.844514562643044,46.49782712235934,0.9948071837425232,0.766419529914856
VAE (128) + XGBoost_hist_depth5,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_xgboost_hist_depth5_latent_128.joblib,99.47368421052632,57.35294117647059,1.725827511751059,97.6957530698753,0.31945698386037136,5.318279496134333,1.2180391782208493,24.153688952326775,1.5927854817949523,47.094266999337755,0.9996142983436584,0.7603887319564819
VAE (128) + LightGBM_leaves31,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_lightgbm_leaves31_latent_128.joblib,97.10526315789474,50.0,3.2662082755900137,93.10861714345889,0.5290638802804188,6.143922639082225,2.1319152648929762,26.930838984576308,5.3226171261935145,46.626728190253885,0.9956931724901232,0.7651226830240452
VAE (128) + LightGBM_leaves63,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_lightgbm_leaves63_latent_128.joblib,95.78947368421052,50.0,5.381239704110259,124.37122048976823,0.8204487211232033,6.203562465957129,3.2497454064515954,26.990349203086296,6.9572250456544085,46.09203861706592,0.9926416722526114,0.7704786828621781
VAE (128) + CatBoost_depth6,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_catboost_depth6_latent_128.joblib,87.10526315789474,57.35294117647059,8.846542420062876,100.35815072012404,1.4450682160413881,5.661726385152075,5.500722284379424,25.413248077436677,7.060471263699156,46.30735981859205,0.9924216544497341,0.768329233928353
VAE (128) + CatBoost_depth8,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_catboost_depth8_latent_128.joblib,83.42105263157895,54.41176470588235,10.627044117684479,164.8129206866806,1.6882960506619569,5.938028502815467,6.470794827851137,26.66345974830242,8.407283400547382,49.15150069154392,0.9892547036177777,0.7389974455606105
VAE (128) + NGBoost,128,model_zoo,joblib,artifacts/reproduce/predictors/latent_128/zoo_ngboost_latent_128.joblib,86.57894736842105,51.470588235294116,8.943793598594743,145.55787141984604,1.4654346491514745,6.557764493134977,5.595133537100147,28.738144728411992,7.186750543539846,49.827140822587445,0.9921481469077522,0.7317726074585598
VAE (256) + SVR,256,paper,joblib,artifacts/reproduce/predictors/latent_256/svr_latent_256.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (256) + RF,256,paper,joblib,artifacts/reproduce/predictors/latent_256/rf_latent_256.joblib,82.89473684210526,58.82352941176471,19.15485133874254,230.86180553975754,2.0966304442696426,5.631505040062847,8.064870530198775,25.617618273302327,12.427874218280754,48.789082811957414,0.9765198578045102,0.7428322524200865
VAE (256) + CNN,256,paper,torch_cnn,artifacts/reproduce/predictors/latent_256/cnn_latent_256.pt,14.473684210526317,4.411764705882353,116.19594331158984,652.7636546722133,16.143342976167897,17.777693391193115,64.36844292439912,76.05819333563832,81.55638759035476,97.40574322325988,-0.011167168617248535,-0.025038838386535645
VAE (256) + LinearRegression,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_linearregression_latent_256.joblib,88.94736842105263,61.76470588235294,7.100366640664949,57.80639113683308,1.4036754105977722,15.144833280614147,5.5257910502584355,76.16987341028802,8.607802633987738,302.6654355580907,0.9887360334396362,-8.896846771240234
VAE (256) + Ridge_alpha_0.1,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_ridge_alpha_0.1_latent_256.joblib,38.421052631578945,32.35294117647059,38.573314786486016,287.6795035742027,6.615695477656948,8.580464889127503,26.10543800404197,35.682250039542424,33.74001242367115,49.81977459446809,0.8269397020339966,0.7318519353866577
VAE (256) + Ridge_alpha_1,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_ridge_alpha_1_latent_256.joblib,33.94736842105263,29.411764705882355,50.308757252688565,329.3474505015238,7.987953569268486,9.183139390560777,31.57601749708778,38.329351890613054,40.978969592788,55.183906709931264,0.744712769985199,0.6709998846054077
VAE (256) + Ridge_alpha_10,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_ridge_alpha_10_latent_256.joblib,25.789473684210527,16.176470588235293,66.84981980330589,404.84711587356185,9.812046397652209,11.676848316759186,38.72281982773229,49.50002632684567,49.87854948498598,67.18541688207189,0.6217886209487915,0.5123353600502014
VAE (256) + Lasso_alpha_0.001,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_lasso_alpha_0.001_latent_256.joblib,32.10526315789474,27.941176470588236,58.57935874274926,354.23391923623575,8.605321570592597,9.575606800403506,33.834552081791976,40.65522453627165,44.1258582589031,58.135534908511545,0.7039989233016968,0.634864091873169
VAE (256) + ElasticNet_alpha_0.001_l1_0.2,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_elasticnet_alpha_0.001_l1_0.2_latent_256.joblib,33.68421052631579,32.35294117647059,51.43259777071631,329.8445148945714,8.069947884318774,8.968093188466842,31.7969445529737,37.48459758741014,41.238849766057974,54.57017080016666,0.7414645552635193,0.6782772541046143
VAE (256) + ElasticNet_alpha_0.01_l1_0.5,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_elasticnet_alpha_0.01_l1_0.5_latent_256.joblib,21.578947368421055,16.176470588235293,90.68341547594505,470.9848479057161,12.185864524160921,13.668959108241848,47.76538407928065,58.667906160740294,60.89071408776947,77.71110989363476,0.4363505244255066,0.3475647568702698
VAE (256) + BayesianRidge,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_bayesianridge_latent_256.joblib,66.84210526315789,45.588235294117645,18.57175321645069,163.37982798643807,3.170554503759351,6.4301335336606495,12.110029042708247,28.081396428101204,16.47536911109507,47.79779876813414,0.9587354063987732,0.753176212310791
VAE (256) + ARDRegression,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_ardregression_latent_256.joblib,42.89473684210526,35.294117647058826,33.57262836007858,258.9928524974251,5.9442725294676295,8.872700615654555,23.25110510650434,37.39520701152437,30.066757808910495,54.665439534391524,0.8625704050064087,0.6771528720855713
VAE (256) + HuberRegressor,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_huberregressor_latent_256.joblib,60.26315789473684,50.0,26.4020245091566,265.5190801224379,4.371272909676081,7.259332899864962,16.956403219438357,30.788415268299467,25.945212714716316,47.770067070234646,0.8976656357876333,0.7534625523928479
