ML method,latent_size,model_family,predictor_kind,model_path,PCP training dataset (%),PCP test dataset (%),MAPE training dataset (%),MAPE test dataset (%),MAPEK training dataset (%),MAPEK test dataset (%),MAE training dataset (C),MAE test dataset (C),RMSE training dataset (C),RMSE test dataset (C),R2 training,R2 test
VAE (16) + BayesianRidge,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_bayesianridge_latent_16.joblib,26.57894736842105,25.0,65.28324367786873,323.40995767691936,9.608892432600985,10.919624396685872,37.705790741192665,45.311582418049085,48.83732229163363,61.07191318680473,0.6374143362045288,0.5970470905303955
VAE (16) + ARDRegression,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_ardregression_latent_16.joblib,25.263157894736842,22.058823529411764,65.60644735120232,340.91234008839996,9.595609817592491,10.675540412000045,37.58117014357918,44.08987529400517,48.449879789347094,59.8527833103671,0.6431444883346558,0.6129741668701172
VAE (16) + HuberRegressor,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_huberregressor_latent_16.joblib,30.789473684210527,26.47058823529412,60.64471328141644,290.3104654784355,8.893344407414844,9.93560134184398,35.705362495882,42.28757870091574,49.11993822744581,59.585599821146175,0.633205640680323,0.6164218815949984
VAE (16) + SGDRegressor_huber,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_sgdregressor_huber_latent_16.joblib,15.263157894736842,13.23529411764706,92.07713979714119,542.9449718106787,14.153502781440244,15.503469236481827,59.36928846047072,70.00710957403562,80.31083391339,97.92581863008508,0.019482621764828845,-0.036013977921533824
VAE (16) + SVR_RBF,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_svr_rbf_latent_16.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (16) + SVR_linear,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_svr_linear_latent_16.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (16) + SVR_poly2,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_svr_poly2_latent_16.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (16) + NuSVR_RBF,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_nusvr_rbf_latent_16.joblib,58.15789473684211,47.05882352941176,23.19820541560349,96.28224546730408,3.9479221406073157,7.847218313847451,15.166462758162284,35.36933528763899,21.447501414066977,64.49588742788892,0.9300704981269073,0.5505977536525182
VAE (16) + LinearSVR,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_linearsvr_latent_16.joblib,35.26315789473684,30.88235294117647,57.35386443132775,253.48185994717477,8.779705266901008,10.101808375365279,35.4911935293701,43.070841481586605,50.066934810290995,60.84078854179505,0.6189262513393639,0.6000912913039896
VAE (16) + KernelRidge_RBF_a1_gscale,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_kernelridge_rbf_a1_gscale_latent_16.joblib,23.94736842105263,16.176470588235293,78.79332336937,399.76453053674857,11.380067018642368,13.835655649699104,44.88792378651468,59.033900782465935,57.557255096491474,76.98183370659652,0.4963751435279846,0.3597527742385864
VAE (16) + KernelRidge_RBF_a0.1_g0.01,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_kernelridge_rbf_a0.1_g0.01_latent_16.joblib,23.94736842105263,17.647058823529413,74.78400418864013,377.2782008970868,10.938970099629985,13.247480955379237,43.048882350953,56.28256255300606,54.94227505196103,73.90741311209138,0.5410977005958557,0.4098707437515259
VAE (16) + KernelRidge_linear,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_kernelridge_linear_latent_16.joblib,25.263157894736842,20.588235294117645,67.24725877955197,336.7739319765921,10.196546793588961,11.89648895192375,40.122887697502186,50.10602568440578,50.89635236527444,67.17935719123257,0.6061958074569702,0.5124232769012451
VAE (16) + KernelRidge_poly2,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_kernelridge_poly2_latent_16.joblib,23.94736842105263,17.647058823529413,76.5409962451453,391.9226885392672,11.074485019649751,13.438256085903202,43.58822374187018,57.12196357372929,55.63267176634113,74.6133265220745,0.529492199420929,0.3985438346862793
VAE (16) + KNN_3_uniform,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_knn_3_uniform_latent_16.joblib,69.21052631578948,52.94117647058824,28.40537331380464,159.26186137276588,3.4317628377702727,6.092601973472261,13.261923777429681,27.10505823791027,21.55260254146365,46.40930823295496,0.9293834567070007,0.7673080563545227
VAE (16) + KNN_5_distance,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_knn_5_distance_latent_16.joblib,100.0,51.470588235294116,1.729294734285916e-05,219.065743794299,3.3876184006315145e-06,6.315165433004605,1.3567723131530388e-05,28.190443333579463,3.754653398235053e-05,48.32439731054595,0.9999999999997857,0.7477076477085396
VAE (16) + KNN_9_distance,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_knn_9_distance_latent_16.joblib,100.0,51.470588235294116,3.0216453952146747e-05,343.3061971068874,5.326977342491835e-06,6.8767000756730425,2.1026792209025293e-05,30.131310987596482,5.972382871068319e-05,50.41611793731063,0.9999999999994578,0.7253940159553948
VAE (16) + DecisionTree_depth_6,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_decisiontree_depth_6_latent_16.joblib,56.84210526315789,32.35294117647059,33.91085960111043,299.73485989297046,4.896943527112574,9.319463064202523,18.16746809993622,40.58181411879534,26.905713616188514,65.42118380346882,0.8899484775591031,0.5376104714967799
VAE (16) + RandomForest_paper,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_randomforest_paper_latent_16.joblib,80.52631578947368,52.94117647058824,18.588471667622063,157.34198063783725,2.3312512229531133,6.448846286875925,8.94078776777829,28.769049495985335,14.064859921160979,51.504292430872546,0.9699269243529763,0.7134119722619876
VAE (16) + RandomForest_large,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_randomforest_large_latent_16.joblib,80.52631578947368,55.88235294117647,17.12007267413273,142.10069251966058,2.2057606998233616,6.301143205564576,8.48456395519361,28.228928680921168,13.288168511305589,51.43183859742525,0.973156615129375,0.714217722425921
VAE (16) + ExtraTrees_300,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_extratrees_300_latent_16.joblib,100.0,57.35294117647059,3.5037650681521446e-06,114.47164785571672,9.457556102163987e-07,5.517350578540487,4.063518525266933e-06,25.382837302490763,6.142868983933008e-06,48.862567015782155,0.9999999999999942,0.7420569970708012
VAE (16) + ExtraTrees_600,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_extratrees_600_latent_16.joblib,100.0,58.82352941176471,3.5037650681521446e-06,109.63287995472093,9.457556102163987e-07,5.421035933123081,4.063518525266933e-06,24.960806568649645,6.142868983933008e-06,48.18401267227067,0.9999999999999942,0.7491713607459423
VAE (16) + GradientBoosting_squared,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_gradientboosting_squared_latent_16.joblib,79.47368421052632,48.529411764705884,13.49365418160641,96.9677782687528,2.0190956291541564,7.488013153187917,7.650104708715738,32.723943613765115,9.92439178193982,54.21024638532316,0.9850267931154691,0.6825071453878822
VAE (16) + GradientBoosting_huber,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_gradientboosting_huber_latent_16.joblib,77.63157894736842,45.588235294117645,15.492986144482328,133.4194077546461,2.2070468663023446,7.825211413311729,8.355886228351146,34.013121464144774,12.908025038365084,57.45966388996192,0.9746704996660833,0.6433047254783354
VAE (16) + HistGradientBoosting,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_histgradientboosting_latent_16.joblib,91.05263157894737,44.11764705882353,7.264923814341538,256.35932608114297,1.186038760329111,7.6948603489658245,4.726707950948142,33.438509707895776,8.893752905935521,54.81600464505647,0.9879752199006833,0.6753720198822725
VAE (16) + AdaBoost_depth_4,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_adaboost_depth_4_latent_16.joblib,42.368421052631575,32.35294117647059,43.197351457521066,303.6306226317338,6.030337821179349,9.300687231343492,22.67628756284568,39.8106830892762,28.431094959253187,60.019672106065784,0.8771163235527092,0.6108129057001491
VAE (16) + BaggingTrees,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_baggingtrees_latent_16.joblib,69.21052631578948,41.17647058823529,23.604412460498573,158.52776884738034,3.1034148964130948,7.054176687681195,11.65895990814473,30.89701753118759,16.53925337536443,52.42545158177748,0.9584147970474229,0.7030689913849173
VAE (16) + MLP_64,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_mlp_64_latent_16.joblib,24.210526315789473,14.705882352941178,66.81146014141935,443.926910812384,10.508984606696325,12.766325884800372,40.83756890736128,52.422034855274596,51.402431939318504,66.6285127495932,0.5983254313468933,0.5203864574432373
VAE (16) + MLP_128_64,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_mlp_128_64_latent_16.joblib,25.526315789473685,22.058823529411764,61.93326546827299,399.281741822237,9.669439530183466,11.375335637697932,37.91336297424216,47.73715929687023,48.247485870434645,65.14843137476726,0.6461197137832642,0.5414578914642334
VAE (16) + MLP_256_128_64,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_mlp_256_128_64_latent_16.joblib,27.105263157894736,29.411764705882355,57.51202694547647,400.5020465156311,9.256626855683228,10.895326244083241,36.45482670256966,45.62156015546883,47.20276756666185,63.54195586904596,0.6612792015075684,0.5637931823730469
VAE (16) + PLS_2,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_pls_2_latent_16.joblib,24.210526315789473,17.647058823529413,74.0612993774855,349.10373815936254,11.025305066072836,12.857041859755919,42.790121523844284,53.77082913446645,53.80909228927414,70.5278790082191,0.559832111560036,0.46260596654014874
VAE (16) + PLS_8,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_pls_8_latent_16.joblib,26.052631578947366,19.11764705882353,66.07303484607796,270.7594263083474,9.501643756811914,10.888863700448297,37.255451350133285,44.99915919324975,48.91776099723836,60.30952540424106,0.6362188713379306,0.6070448227028291
VAE (16) + GaussianProcess_RBF,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_gaussianprocess_rbf_latent_16.joblib,99.47368421052632,54.41176470588235,2.0713123299553864,84.52850003551492,0.46057729585152507,8.644718434840252,1.7388742969485431,42.373204093000886,2.853892453653489,88.79442206608412,0.9987618244307856,0.14819033560651895
VAE (16) + XGBoost_hist_depth3,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_xgboost_hist_depth3_latent_16.joblib,82.89473684210526,42.64705882352941,12.83964900807519,103.62945042099992,1.849139664538472,7.611434619534029,6.9864717285884055,33.381105327430895,9.47467749055863,54.85731064422307,0.9863530397415161,0.6748825311660767
VAE (16) + XGBoost_hist_depth5,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_xgboost_hist_depth5_latent_16.joblib,95.78947368421052,44.11764705882353,4.6450377001948695,33.78116440132448,0.7136546858575543,6.67249180069308,2.6761520021840144,30.04399113357067,3.6244848893747084,53.431890518822144,0.9980028867721558,0.6915588974952698
VAE (16) + LightGBM_leaves31,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_lightgbm_leaves31_latent_16.joblib,92.10526315789474,42.64705882352941,5.925188153562595,170.57913434221496,1.0546551537779147,7.421824010999886,4.213792823215741,33.0961110325238,7.508850405047451,57.14003289573845,0.9914285572499347,0.6472620671435061
VAE (16) + LightGBM_leaves63,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_lightgbm_leaves63_latent_16.joblib,88.94736842105263,39.705882352941174,8.973550752463645,182.76971170388913,1.4868993407217745,7.671332133434417,5.914519511877796,33.93886047398067,10.50648506103765,57.193336943146896,0.9832188422846858,0.6466036450673477
VAE (16) + CatBoost_depth6,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_catboost_depth6_latent_16.joblib,81.05263157894737,44.11764705882353,13.963096537368799,112.06746056673906,1.968196169985827,6.86246967711423,7.402385721459067,30.69310781945788,9.771744550333269,52.33097229685342,0.9854838570969677,0.7041382640268545
VAE (16) + CatBoost_depth8,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_catboost_depth8_latent_16.joblib,77.63157894736842,47.05882352941176,15.667581665794241,124.7728289490788,2.1745834284254357,6.738609985456814,8.197664708489137,30.196226794670284,10.764425345827316,51.52677056694405,0.9823847535074727,0.7131617651386379
VAE (16) + NGBoost,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_ngboost_latent_16.joblib,78.15789473684211,47.05882352941176,14.57465238238074,135.53083129709572,2.145238936766891,7.342198818613064,8.10911723170209,32.009725935139016,10.645094156500557,53.861550957844884,0.9827731433952097,0.6865784145911186
