ML method,latent_size,model_family,predictor_kind,model_path,PCP training dataset (%),PCP test dataset (%),MAPE training dataset (%),MAPE test dataset (%),MAPEK training dataset (%),MAPEK test dataset (%),MAE training dataset (C),MAE test dataset (C),RMSE training dataset (C),RMSE test dataset (C),R2 training,R2 test
VAE (32) + BayesianRidge,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_bayesianridge_latent_32.joblib,44.21052631578947,35.294117647058826,51.22085777200815,485.47249244560146,7.079848161870686,9.776859645555094,26.944772587324444,40.53014111781822,36.17731154424611,57.665956759871875,0.8010336756706238,0.640738844871521
VAE (32) + ARDRegression,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_ardregression_latent_32.joblib,44.73684210526316,38.23529411764706,50.67372331973255,479.2348046974964,6.989570578926332,9.548149039788296,26.563772732333135,39.53223157191978,36.05694395402688,57.158538493560144,0.8023554682731628,0.6470335125923157
VAE (32) + HuberRegressor,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_huberregressor_latent_32.joblib,52.89473684210526,39.705882352941174,50.80056556490964,563.1457218042013,6.620530671417242,10.052035892266648,24.546021864673957,41.28648570002042,37.46836836166105,61.02455436535936,0.7865792769706029,0.5976718440784046
VAE (32) + SGDRegressor_huber,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_sgdregressor_huber_latent_32.joblib,16.05263157894737,14.705882352941178,86.34924261082996,459.66496956610507,13.161611845065547,15.143514031362932,54.483233605164905,67.49936758215283,72.24774865439579,92.15148263171004,0.20648404911099072,0.08256385296331092
VAE (32) + SVR_RBF,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_svr_rbf_latent_32.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (32) + SVR_linear,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_svr_linear_latent_32.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (32) + SVR_poly2,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_svr_poly2_latent_32.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (32) + NuSVR_RBF,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_nusvr_rbf_latent_32.joblib,74.21052631578947,47.05882352941176,14.543104066221355,77.9880574071578,2.5130772231308702,6.629638723531571,9.575893419267182,29.371090913789768,13.326806906914728,49.261859872122145,0.9730002815834446,0.7378240789584637
VAE (32) + LinearSVR,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_linearsvr_latent_32.joblib,48.94736842105264,41.17647058823529,49.940114185859066,607.1456780145145,6.804982268469885,10.144020136340728,25.735301996361695,41.98049021513742,38.426406850876184,59.99402989564306,0.7755257249212014,0.6111453795447832
VAE (32) + KernelRidge_RBF_a1_gscale,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_kernelridge_rbf_a1_gscale_latent_32.joblib,21.052631578947366,17.647058823529413,83.82410641483774,400.41048533209744,11.987712258903061,14.260366641624875,47.01567562253852,60.783746399423656,60.04205388020584,80.07073944049078,0.45195263624191284,0.30734193325042725
VAE (32) + KernelRidge_RBF_a0.1_g0.01,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_kernelridge_rbf_a0.1_g0.01_latent_32.joblib,24.210526315789473,22.058823529411764,73.68751324787743,419.5616546217254,10.817151036250488,12.97936164071342,42.28331910936456,54.93488633194391,54.58960388102359,74.21340708326943,0.5469700694084167,0.40497392416000366
VAE (32) + KernelRidge_linear,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_kernelridge_linear_latent_32.joblib,32.89473684210527,26.47058823529412,61.75334647820294,477.9188678702389,9.340826033625712,11.490546254100115,36.52655871039943,48.201578942291874,47.685355426167106,66.63029541600284,0.6543177366256714,0.5203607082366943
VAE (32) + KernelRidge_poly2,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_kernelridge_poly2_latent_32.joblib,22.105263157894736,17.647058823529413,80.71252557835989,405.133600765255,11.615166830947663,13.911240167133766,45.46749081611633,59.13586416226976,58.214313806691685,78.27798286129725,0.484811007976532,0.3380114436149597
VAE (32) + KNN_3_uniform,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_knn_3_uniform_latent_32.joblib,71.57894736842105,47.05882352941176,23.420766004190817,170.84787687119612,3.5500335743612554,6.445382896263813,13.736537065004047,29.253224109025563,26.14951102966857,50.92032919129743,0.8960477113723755,0.7198739051818848
VAE (32) + KNN_5_distance,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_knn_5_distance_latent_32.joblib,100.0,51.470588235294116,3.886201315710143e-05,236.5961103044416,8.31449597812244e-06,6.57655769063542,3.256334172529316e-05,29.77613922651537,6.848134107230965e-05,53.6507613026191,0.999999999999287,0.6890267938352242
VAE (32) + KNN_9_distance,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_knn_9_distance_latent_32.joblib,100.0,50.0,7.005585970646129e-05,289.7764042581264,1.4197456378613101e-05,7.270565012858861,5.513390751429373e-05,32.767036945613306,0.00011083663417121166,59.01370351246693,0.9999999999981325,0.6237496312666384
VAE (32) + DecisionTree_depth_6,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_decisiontree_depth_6_latent_32.joblib,64.47368421052632,36.76470588235294,18.369569517196304,105.50781548512333,3.6969715404317447,7.985444617402483,14.355386091222169,36.67291463588982,21.097621127919478,69.5966396780743,0.9323334549945982,0.476703613708204
VAE (32) + RandomForest_paper,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_randomforest_paper_latent_32.joblib,81.84210526315789,51.470588235294116,16.039699609178168,247.2506222043068,2.0970552090678987,6.533510217983171,7.987090442879766,29.755628843163873,12.290623512047858,55.78947865172284,0.9770356130873704,0.663739542661222
VAE (32) + RandomForest_large,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_randomforest_large_latent_32.joblib,81.57894736842105,54.41176470588235,15.765654417438665,243.706868111926,2.0752079105225505,6.563481473460111,7.953150860352303,29.983719269855502,12.19425581746531,55.89428913911276,0.9773943172873951,0.6624749053499611
VAE (32) + ExtraTrees_300,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_extratrees_300_latent_32.joblib,100.0,58.82352941176471,3.5037650681521446e-06,79.90827184065907,9.457556102163987e-07,5.372213652167468,4.063518525266933e-06,24.911757360357527,6.142868983933008e-06,48.548985763698184,0.9999999999999942,0.7453571324000339
VAE (32) + ExtraTrees_600,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_extratrees_600_latent_32.joblib,100.0,57.35294117647059,3.5037650681521446e-06,94.20945594024221,9.457556102163987e-07,5.406579173802167,4.063518525266933e-06,25.043742811143964,6.142868983933008e-06,48.94914124786561,0.9999999999999942,0.741142145400724
VAE (32) + GradientBoosting_squared,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_gradientboosting_squared_latent_32.joblib,82.36842105263158,48.529411764705884,9.856715998761045,216.03228276537817,1.6884715388133045,6.702836098567936,6.405359675985607,30.05443106884269,8.197012195864268,53.01287523913426,0.9897854747368632,0.6963775276001236
VAE (32) + GradientBoosting_huber,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_gradientboosting_huber_latent_32.joblib,82.10526315789474,48.529411764705884,9.856338628313207,120.52323100808167,1.7601174265222155,6.5954014593969355,6.743439914988368,29.738769712241634,10.121018318584758,52.61455067811013,0.9844276037458997,0.7009230622842471
VAE (32) + HistGradientBoosting,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_histgradientboosting_latent_32.joblib,95.26315789473684,51.470588235294116,4.7163220224381,164.11803872761035,0.860927323536326,6.148290669490799,3.456623197931578,27.664651513185778,6.872874964625817,50.39965676591263,0.992819016803638,0.7255733077531952
VAE (32) + AdaBoost_depth_4,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_adaboost_depth_4_latent_32.joblib,46.8421052631579,33.82352941176471,38.95133219935905,308.27651585243467,5.54550068347774,9.083579306728927,21.1483518796124,39.45081982381602,25.876741910090008,61.73471059893588,0.8982050547950641,0.5882533953863691
VAE (32) + BaggingTrees,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_baggingtrees_latent_32.joblib,75.0,48.529411764705884,19.232180073543446,272.2759641227963,2.7307030221280377,7.034037122613905,10.356412110442914,31.6395498084194,14.446358872377694,57.071618222202,0.968273378830558,0.6481062389863954
VAE (32) + MLP_64,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_mlp_64_latent_32.joblib,21.842105263157897,19.11764705882353,79.63613465718988,227.98811246227802,11.980736781061992,14.758660814906394,46.68644723139311,62.306815556743565,59.602220519971546,83.53035903639656,0.45995259284973145,0.24619340896606445
VAE (32) + MLP_128_64,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_mlp_128_64_latent_32.joblib,28.157894736842103,23.52941176470588,66.56000520957437,402.38991503441,10.170853937242462,11.908232748832715,39.92962525016383,50.63342387798954,52.48445030204889,71.33878790528445,0.5812370181083679,0.4501773715019226
VAE (32) + MLP_256_128_64,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_mlp_256_128_64_latent_32.joblib,43.42105263157895,29.411764705882355,44.4251484401859,464.1091519044636,6.671516243705863,10.31853719293274,24.82300920737417,42.42669713058893,31.411772185505153,58.03812300497673,0.8499997854232788,0.6360867023468018
VAE (32) + PLS_2,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_pls_2_latent_32.joblib,25.789473684210527,20.588235294117645,77.10635060802637,258.3924710610411,11.951306204068883,14.133479061676946,46.49744551977195,59.66443869968297,60.22205391129357,80.89279353347955,0.44866171495595253,0.2930464814106205
VAE (32) + PLS_8,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_pls_8_latent_32.joblib,35.0,33.82352941176471,55.17802307515364,502.1763780141196,8.237094516010137,10.405121050216943,31.52397680702847,43.478951802313254,42.30565675988232,62.12059471405658,0.7279154338348457,0.5830899128938721
VAE (32) + GaussianProcess_RBF,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_gaussianprocess_rbf_latent_32.joblib,99.21052631578947,60.29411764705882,2.1910983083341535,37.09148943004085,0.5099003221288757,6.913261073341897,1.9774972177193226,34.144899433103035,3.3925394597101555,71.88310787137434,0.9982503272019634,0.44175494524165293
VAE (32) + XGBoost_hist_depth3,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_xgboost_hist_depth3_latent_32.joblib,87.89473684210526,55.88235294117647,7.5178528561391635,195.48376787843694,1.3552172683153758,6.236080070004982,5.1261781055676305,28.3253243556794,6.814728037636767,51.378546621790285,0.9929400086402893,0.7148096561431885
VAE (32) + XGBoost_hist_depth5,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_xgboost_hist_depth5_latent_32.joblib,98.68421052631578,64.70588235294117,2.6283730797675897,108.66544124989088,0.48275495061952667,5.6209895255949105,1.8268506269705922,26.218458248411906,2.37756726080564,52.25735070719874,0.9991406202316284,0.704970121383667
VAE (32) + LightGBM_leaves31,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_lightgbm_leaves31_latent_32.joblib,95.78947368421052,52.94117647058824,3.755866578835247,181.1616399193797,0.6910090510966169,6.208898953088069,2.7623268219383137,28.131012954646085,5.124159695587804,51.451266450328326,0.9960083510781041,0.7140017789623443
VAE (32) + LightGBM_leaves63,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_lightgbm_leaves63_latent_32.joblib,92.36842105263158,48.529411764705884,5.999932770829282,215.3390913865237,1.0613466941347625,6.48803336458358,4.223973999122698,29.097292282326983,7.8099988527494,52.188406625386314,0.9907272411711773,0.7057481050033845
VAE (32) + CatBoost_depth6,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_catboost_depth6_latent_32.joblib,87.10526315789474,51.470588235294116,7.9624359734509556,123.93178165653345,1.4307284133373976,6.420305938704067,5.44149038978406,29.29978958736932,6.924769692087791,53.13323184707397,0.9927101651036898,0.6949973174919248
VAE (32) + CatBoost_depth8,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_catboost_depth8_latent_32.joblib,85.26315789473684,52.94117647058824,9.226184720911201,158.5930190360189,1.5267812933304001,6.352474128585911,5.800066656138828,28.842833639170532,7.385857411161164,52.933439980951135,0.9917070535218261,0.6972867504917284
VAE (32) + NGBoost,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_ngboost_latent_32.joblib,81.3157894736842,45.588235294117645,10.811872475926766,189.9927500149613,1.8583361310331683,6.753942367784919,7.043456730301296,30.378191080898358,9.16474548259632,53.33339160405622,0.9872312659515364,0.6926950200062174
